
Pennant,Non-Indian  ,Commercially produced/manufactured,Advertising/Logo items,USA,"Purchased by the Balch Institute for Ethnic Studies (part of the Historical Society of Pennsylvania, Philadelphia) at Union Station (Washington. DC) in 1988; donated to NMAI by the Historical Society of Pennsylvania in 2005."
Flag,Mohawk [Kahnawake (Caughnawaga)]  ,"Sewn, appliquéd",Advertising/Logo items,Kahnawake Reserve (Caughnawaga Reserve); Montérégie Region; Québec; Canada,"Collection history unknown; formerly in the collection of Christian F. Schuster (1868-1957, a collector and amateur archaeologist in Holyoke, Massachusetts); purchased by MAI from Christian Schuster in 1953."
British flag,Non-Indian; said to have been used by the Shawnee  ,"Sewn, appliquéd",Advertising/Logo items,Canada (inferred),"Said to have been given to Tecumseh (Shawnee, 1768-1813) by the British circa 1812, and carried during the Battle of the Thames in 1812 by Sawa Benashe (probably Yellow Hawk/Othaawaapeelethee, Shawnee, ca. 1728-ca. 1820); handed down in Sawa Benashe's family as an heirloom; purchased by Native art collector Milford G. Chandler (1889-1981) in 1942 from a descendant of Sawa Benashe; purchased by MAI from Milford Chandler in 1961."
Flag,Miccosukee Seminole (Mikasuki)  ,Sewn,Advertising/Logo items,Big Cypress Reservation; Hendry County; Florida; USA,"Collected in 1966 by William F. Stiles (1912-1980, MAI curator) during MAI-sponsored fieldwork."
Membership card for Alaska Historical Association,Non-Indian  ,"Printed, written",Advertising/Logo items,Alaska; USA,"Issued to geologist and explorer Richard Fenley Hunter (1886-1965) in 1921; inherited by his widow, Hazel M. Hunter (1899-1969); and subsequently by her sister, Marion M. Peler (1905-1992); donated to MAI by Marion Peler in 1970 in memory of Hazel M. Hunter."
Lapel pin,Non-Indian  ,Cast,Advertising/Logo items,USA (inferred),Collection history unknown; formerly in the collection of noted Indian artifact collector Ralph E. Olson (1915-1989); donated to MAI by Ralph Olson in 1972.
Lapel pin,Non-Indian  ,Stamped,Advertising/Logo items,USA (inferred),Collection history unknown; formerly in the collection of MAI director Dr. Frederick J. Dockstader (1912-1998); donated to MAI by Frederick Dockstader in 1972.
Seminole Nation flag,Seminole  ,Sewn,Advertising/Logo items,Florida; USA,"Purchased from the artist by William F. Stiles (1912-1980, MAI curator) in 1973 during MAI-sponsored fieldwork."
title,culture/people,media/materials,object type,place,collection history
Charm/Amulet and case/container,Oklahoma Delaware  ,Commercially produced/manufactured,Animal Tack and Animal Husbandry,Oklahoma; USA,"Collected from Lizzie Half moon Peacock (Oklahoma Delaware) in 1909 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) during fieldwork sponsored by George Heye."
Quirt,Osage  ,Carved,Animal Tack and Animal Husbandry,Oklahoma; USA,"Collected from Olo'xa wa (Osage) in 1909 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) during fieldwork sponsored by George Heye."
Quirt,Kiowa  ,Carved,Animal Tack and Animal Husbandry,Oklahoma; USA,"Collected from To'n-kia-ba-te (Kiowa) in 1909 by anthropologist Mark Raymond Harrington (1882-1971, MAI staff member) during fieldwork sponsored by George Heye."
Stirrup,Enxet (Lengua)  ,Stitched,Animal Tack and Animal Husbandry,Eastern Bolivia; Bolivia,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by George Heye from W.O. Oldman in London, England, in 1927."
Quirt,Plains Cree (Prairie Cree)  ,"Carved, overlay beadwork, studded",Animal Tack and Animal Husbandry,Alberta or Saskatchewan; Canada (inferred),"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by George Heye from W.O. Oldman in London, England, in 1937."
Quirt,possibly Great Lakes (attributed)  ,"Carved, quill plaiting/woven quillwork, wrapped",Animal Tack and Animal Husbandry,"Great Lakes region; Canada, USA (inferred)","Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) in 1907 from the J. C. Stevens Auction Rooms (London, England); purchased by George Heye from W.O. Oldman in 1914."
Stirrup,Enxet (Lengua)  ,Incised,Animal Tack and Animal Husbandry,Eastern Bolivia; Bolivia,"Collection history unknown; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) at an unknown date; purchased by George Heye from W.O. Oldman in London, England, in 1927."
Pad saddle,Plains Cree (Prairie Cree)  ,Overlay beadwork,Animal Tack and Animal Husbandry,Alberta or Saskatchewan; Canada (inferred),"Collection history unknown; formerly in the collection of the Chichester Museum (Chichester, West Sussex, England) and said to have been acquired by the museum about 1845; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) circa 1912; purchased by George Heye from W.O. Oldman in 1913."
Quirt,probably Plains Cree (Prairie Cree) (attributed)  ,Carved,Animal Tack and Animal Husbandry,Alberta or Saskatchewan; Canada (inferred),"Collection history unknown; formerly in the collection of the Chichester Museum (Chichester, West Sussex, England) and said to have been acquired by the museum about 1845; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) circa 1912; purchased by George Heye from W.O. Oldman in 1913."
Quirt,probably Plains Cree (Prairie Cree) (attributed)  ,"Braided, tasseled",Animal Tack and Animal Husbandry,Alberta or Saskatchewan; Canada (inferred),"Collection history unknown; formerly in the collection of the Chichester Museum (Chichester, West Sussex, England) and said to have been acquired by the museum about 1845; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) circa 1912; purchased by George Heye from W.O. Oldman in 1913."
Quirt,probably Plains Cree (Prairie Cree) (attributed)  ,Incised,Animal Tack and Animal Husbandry,Alberta or Saskatchewan; Canada (inferred),"Collection history unknown; formerly in the collection of the Chichester Museum (Chichester, West Sussex, England) and said to have been acquired by the museum about 1845; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) circa 1912; purchased by George Heye from W.O. Oldman in 1913."
Quirt,Red River Metis  ,"Carved, sewn, quilled (lane stitched), quill-wrapped (flat), edge beaded, braided",Animal Tack and Animal Husbandry,Manitoba; Canada,"Collection history unknown; formerly in the collection of the Chichester Museum (Chichester, West Sussex, England) and said to have been acquired by the museum about 1845; acquired by William Ockleford Oldman (1879-1949, who did business as W.O. Oldman, Ethnographical Specimens, London) circa 1912; purchased by George Heye from W.O. Oldman in 1913."
Lariat/Rope,Chaticks Si Chaticks (Pawnee)  ,Braided,Animal Tack and Animal Husbandry,Nebraska; USA (inferred),"Said to have been collected in 1865 by Colonel Gallagher (of Davenport, Iowa); purchased by MAI from an unknown source in 1917."
Quirt,Wichita  ,"Studded, incised, overlay beadwork, painted, sewn",Animal Tack and Animal Husbandry,Kansas; USA,"Collection history unknown; formerly in the collection of Milton M. Babcock (1910-1997. a collector of Native artifacts and owner of the Milton Antique Shop, Milton, Massachusetts); purchased by MAI from Milton Babcock in 1954."
Saddle Blanket,Diné (Navajo)  ,"Dyed, woven, tasseled",Animal Tack and Animal Husbandry,Whitehorse Lake; New Mexico; USA,"Donated to NMAI by the American Indian Youth Cultural Exchange from the Four Directions and Full Moon Circle during an event at NMAI in Washington, DC, in May 2011."
Whip handle,Ngäbe (Guaymi)  ,Carved,Animal Tack and Animal Husbandry,Penonomé; Penonomé District; Coclé Province; Panama,"Collected by amateur archaeologist Neville A. Harte (1907-1997, U.S. Army, retired) and his wife Eva M. Harte (1915-2002) at an unknown date; purchased by MAI from Neville and Eva Harte in 1967 using monies from the Sackler Fund, an MAI acquisition fund with many donors, including Dr. Arthur M. Sackler (1913-1987, a New York City physician, philanthropist, and art collector)."
Whip,Ngäbe (Guaymi)  ,Carved,Animal Tack and Animal Husbandry,Penonomé; Penonomé District; Coclé Province; Panama,"Collected by amateur archaeologist Neville A. Harte (1907-1997, U.S. Army, retired) and his wife Eva M. Harte (1915-2002) at an unknown date; purchased by MAI from Neville and Eva Harte in 1967 using monies from the Sackler Fund, an MAI acquisition fund with many donors, including Dr. Arthur M. Sackler (1913-1987, a New York City physician, philanthropist, and art collector)."
Whip handle,Ngäbe (Guaymi)  ,Carved,Animal Tack and Animal Husbandry,Penonomé; Penonomé District; Coclé Province; Panama,"Collected by amateur archaeologist Neville A. Harte (1907-1997, U.S. Army, retired) and his wife Eva M. Harte (1915-2002) at an unknown date; purchased by MAI from Neville and Eva Harte in 1967 using monies from the Sackler Fund, an MAI acquisition fund with many donors, including Dr. Arthur M. Sackler (1913-1987, a New York City physician, philanthropist, and art collector)."
Llama pectoral/chest ornament,Quechua  ,"Sewn, embroidered",Animal Tack and Animal Husbandry,Peru,"Collection history unknown; purchased by MAI from Stanley Selengut (an importer of Andean crafts) in 1970 using funds donated by Dr. Arthur M. Sackler (1913-1987, a New York City physician, philanthropist, and art collector) and his wife Dr. Marietta Lutze Sackler (1919-2019)."
Llama pectoral/chest ornament,Quechua  ,"Sewn, embroidered",Animal Tack and Animal Husbandry,Peru,"Collection history unknown; purchased by MAI from Stanley Selengut (an importer of Andean crafts) in 1970 using funds donated by Dr. Arthur M. Sackler (1913-1987, a New York City physician, philanthropist, and art collector) and his wife Dr. Marietta Lutze Sackler (1919-2019)."
title,culture/people,media/materials,object type,place,collection history
Column,possibly Casas Grandes Tradition (archaeological culture) (attributed)  ,Ground,Architecture/Housing,Río Casas Grandes valley; Chihuahua State; Mexico,"Collection history unknown; formerly in the collection of and possibly collected by Andrew H. Blackiston (1877-1953, a businessman and amateur archaeologist with interests in Latin America); purchased by George Heye from Andrew Blackiston in 1914."
Wall fragment/part,probably Casas Grandes Tradition (archaeological culture) (attributed)  ,Modeled,Architecture/Housing,"Cave Valley, Río de Piedras Verdes; Casas Grandes Municipality; Chihuahua State; Mexico","Probably collected in 1905 or 1906 by Andrew H. Blackiston (1877-1953, a businessman and amateur archaeologist with interests in Latin America); purchased by George Heye from Andrew Blackiston in 1914."
Tipi ornament (No image available),Assiniboine (Stoney)  ,Strung,Architecture/Housing,Alberta; Canada,"Collection history unknown; formerly in the collection of Edward Borein (1873-1945, a Western artist and collector); purchased by MAI from his widow Lucille E. Borein (1882-1967) in 1945."
Wall fragment/part,probably Casas Grandes Tradition (archaeological culture) (attributed)  ,Modeled,Architecture/Housing,"Cave Valley, Río de Piedras Verdes; Casas Grandes Municipality; Chihuahua State; Mexico","Probably collected in 1905 or 1906 by Andrew H. Blackiston (1877-1953, a businessman and amateur archaeologist with interests in Latin America); purchased by George Heye from Andrew Blackiston in 1914."
Post fragment (Image withheld),Oklahoma Delaware  ,"Carved, painted",Architecture/Housing,"Copan, just north of Dewey; Dewey; Washington County; Oklahoma; USA","Collection history unknown; formerly in the collection of Mrs. Eleanor K. Kohler; acquired from her in 1923 by the Southwest Museum (Los Angeles, California); acquired by MAI in 1929 through an exchange with the Southwest Museum."
Tipi cover (Image withheld),Apsáalooke (Crow/Absaroke)  ,"Sewn, lazy/lane stitch beadwork, painted",Architecture/Housing,Montana; USA,Collected in 1926 by anthropologist William (Willem) Wildschut (1883-1955) during fieldwork sponsored by MAI.
Wacipi Oti (Powwow Lodge),Minneconjou Lakota [Cheyenne River]  ,"Cotton cloth, cotton-synthetic cloth, fabric webbing, aluminum, metal grommets, metal rivets, metal items, zipper, thread, hide, wool felt, feather/feathers, wood, velveteen, cotton tape, ink, acrylic paint",Architecture/Housing,Rapid City; Pennington County; South Dakota; USA,"NMAI purchase from the artist, 2013."
